0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-531.44745,90.40619,-28.184284,30.665028,-4.892929,12.923584,-15.119275,-0.18443285,-8.154318,4.08047,-4.8983703,-2.5176096,3.211365,-8.635459,9.289566,-6.58018,-2.044426,-3.129911,0.42580572,-5.3829403,-4.3568716,0.14334315,-3.4516726,0.15962493,-4.2904515,1.711283,-0.21313325,3.7225401,-1.1668745,3.158734,6.0453176,4.9310083,6.9815407,1.0305407,3.1061263,1.5342033,4.097047,1.1358281,2.908011,1.5338773,7
-446.55945,59.957397,-23.417477,29.779251,-4.959905,6.072512,-12.292765,2.6383867,-9.842186,1.439626,-1.9906573,-3.5678282,3.201121,-6.8466997,5.3712893,-3.9234657,2.7581186,-3.1307642,1.7200105,0.8768126,-1.6341184,3.6949387,-1.0834596,1.8718606,0.4698375,4.386051,0.91962117,3.9490538,0.8729516,5.246241,8.974697,8.500164,12.07061,7.7542386,9.230907,4.3398237,5.564645,1.9768674,3.5948515,4.3262744,6
-630.9684,106.07254,-8.440103,27.232084,0.36469045,6.9916825,-5.5314913,5.6855674,-2.7303834,-1.4751964,2.2489905,1.3158989,0.22970581,-2.1070528,4.2186136,-1.5860087,3.1950657,-3.4829037,4.6996207,0.47724292,-1.5509663,1.1468115,-4.5996137,1.8844048,-3.5300608,0.009061227,-1.5100517,0.8575351,0.81226104,0.85930306,2.4847274,-1.3749,0.7642928,-2.6541512,0.40139493,0.5553384,1.5965098,-0.100907154,-1.5188638,-0.6071741,2
-407.95856,60.23368,-29.48024,23.393991,-11.663705,0.5637395,-9.905014,1.2925861,-12.790105,-2.232933,-5.2393074,-3.2294922,0.75100213,-11.281483,1.113537,-8.285082,-2.3673863,-4.4059615,0.7020501,-0.10993582,0.79749566,3.7623384,-1.0689862,2.6659627,0.5523409,5.090992,1.0426084,2.6660147,1.011518,3.1283395,5.8615227,5.376306,3.8957796,0.24037564,3.6310782,1.7533867,4.476199,2.2327435,3.2158244,1.7793617,5
-579.303,118.50251,-5.5131207,32.29425,0.2651644,6.298477,-4.873275,2.5356588,-6.670231,-4.09595,-3.238189,-0.29933307,-2.165829,-4.3712554,4.302681,-6.0766363,0.63656074,-5.146243,2.200283,-1.9678063,-3.118761,1.1534655,-5.771805,0.7133668,-3.9876802,-0.37575918,-2.8838353,-1.3148178,-1.3974643,-1.0171409,1.0320567,-1.6792107,0.8748741,-3.8358698,0.2245788,-0.30788237,0.094214685,0.7409527,-2.1159747,-1.990129,2
-490.36456,75.728,-22.863142,32.90017,-3.339611,9.092839,-8.582639,6.8239655,-9.105797,3.2415247,-0.83331716,-3.1543999,6.591061,-4.48506,7.245272,-3.1334841,2.17613,-2.0809004,2.005044,-0.27257335,-2.1265802,1.5400501,-1.4410961,1.2426378,-1.9298524,1.7201147,-2.3206692,2.4089823,-3.5773814,-0.5804017,2.4734192,-0.20765804,3.144615,0.5351817,6.963992,5.047928,8.993151,7.763492,8.148865,7.464722,6
-559.1192,85.12914,-17.95264,31.924652,-2.6759338,13.277978,-13.155608,-1.4019662,-4.600488,5.47371,-0.8345983,0.1180111,7.102411,-3.361545,5.2696733,-4.5516043,3.4283519,-1.7614998,3.0774128,-0.0111408625,-1.9300382,1.9713795,-2.7142143,1.2208308,-1.858703,0.780155,-1.6075768,2.2365975,-1.5717134,0.5897413,2.013544,2.1743386,3.5905385,-0.6866699,3.8562028,1.6872388,3.8884108,1.9660342,3.3158596,1.8664262,6
-540.5296,87.056366,-22.330566,34.034126,5.1893477,5.4914536,-5.068403,5.5400333,-7.423979,6.2325945,3.0475662,-1.8140075,3.24353,0.0020084656,6.5025835,-1.8713635,4.935596,-5.8255105,2.8984804,1.47902,-2.5189705,3.1004333,-0.62701374,3.299063,-1.2056457,2.2867823,-1.2671489,1.9189024,-0.7178741,1.1235858,3.6337135,-0.23376033,3.008616,-2.0636501,1.0396628,0.8771295,1.4493723,1.539475,1.5335755,1.2168647,8
-608.2583,108.33822,-8.595736,29.726017,-1.8586357,6.903072,-5.675702,3.5493171,-4.9801993,-2.9793632,0.53205657,0.619403,-0.8674785,-2.5230641,4.3518653,-4.8031664,0.4022126,-4.6558924,3.5500517,-1.2092307,-2.1752775,1.6382723,-4.7087817,1.0658517,-2.3731332,1.1389691,-3.4005413,0.40591165,0.029620567,0.2245165,2.5398896,-1.2902961,2.4969623,-2.332992,0.34160239,-0.17925198,0.8309572,-0.07846923,-1.7685953,-0.7637272,2
-593.2973,82.6276,-7.1314783,27.835999,8.26822,13.455954,-2.5185447,3.4497478,-2.9758213,5.427316,2.1386847,4.071883,5.302584,-1.5415145,9.08158,0.35775313,3.7040303,-0.5339443,5.3925734,2.640144,-0.8263638,3.6748533,0.12629765,3.4806685,0.8425999,2.3118775,-0.4355334,3.4537795,1.1456605,1.840948,3.7020464,0.4474694,2.9426656,-0.36918405,1.8565012,1.5636872,2.44256,1.4293063,1.1892796,0.5583051,6
-543.4271,82.51938,-32.866688,32.027355,0.39161226,3.4911647,-9.710521,3.4910324,-11.143507,2.4992013,2.7302082,-0.19368206,0.9674632,-3.2725558,5.866922,-4.463353,3.2710447,-6.239107,2.2098992,-0.796364,-3.5810857,2.054017,-1.8832932,1.0955794,-4.419827,0.94573534,-1.5810053,0.83210236,-2.028622,0.10880035,1.1621825,-2.2012064,1.4468381,-2.0000231,-0.093012795,0.27357402,1.4738226,-0.059414893,1.6176444,0.10336762,3
-570.00696,84.94988,-12.929997,33.090797,-3.0941417,18.807854,-12.35858,1.7897087,-4.421325,7.109115,-0.449425,-1.9140567,6.7873077,-2.4359741,6.0781283,-5.091191,3.3526628,-3.0738838,1.4754901,-3.7028205,-2.842909,2.1375961,-3.9469478,-0.07933426,-2.385618,0.75441515,-2.6413035,1.6568935,-3.9254012,0.4515857,1.5159743,-1.3066276,1.9738249,-1.5552847,1.471328,0.37927997,2.0502582,-1.6269053,0.9239034,-0.384784,6
-592.23895,90.74149,-21.858797,24.084145,5.641755,-0.5780175,-5.609635,1.3365061,-9.615002,-0.44141412,2.03248,-1.7639397,1.6035109,-1.3519752,1.8799787,-2.5932758,0.8413318,-4.7620363,2.418146,0.56714803,-3.1410143,1.1506646,-1.9610645,0.29063347,-2.6481872,0.8048689,-0.69866604,0.065642096,-1.251464,-0.31426755,1.3079555,-1.3848654,0.9133339,-2.7342803,-0.7251251,-0.15268834,-0.49080688,-0.47009975,0.42041764,0.09237544,3
-549.9655,110.71836,-21.08461,30.31389,0.47172305,9.898034,-8.597408,2.3621967,-9.335663,2.0404537,2.3126583,1.0072929,5.783944,-3.2497122,6.146955,-1.6370549,3.859757,-2.7901063,5.5310206,1.8024621,-2.2611718,4.441878,0.43838856,4.849359,0.6092006,3.037459,0.15637203,4.14848,1.2402365,1.3664573,4.1063905,1.4929283,5.16704,1.77696,3.8509116,3.0731955,2.5141916,0.15804756,0.97207487,0.8104806,7
-604.2398,88.493164,-17.119558,29.020134,4.2635546,8.534278,-6.1416383,3.8083107,-5.6119084,1.5227455,0.2787165,1.5272689,4.4533157,-2.4864233,5.477086,-1.818302,1.993793,-3.7454486,2.4811478,-0.22507253,-1.3052009,0.6330843,-1.6348739,1.3856621,-3.5367744,1.7356707,-3.2553277,0.7302372,-0.25185174,0.7478563,2.2689009,-1.4402419,1.8804188,-2.1802208,0.40700036,-1.2964263,-0.34951797,-0.95285225,-1.3037543,-1.3280343,4
-571.2436,110.20021,-27.945177,29.601822,-0.8316251,12.529907,-17.959291,-5.627459,-9.4747,4.005791,-0.789206,-4.78888,0.6479584,-3.4482238,8.973231,-4.7035956,-0.8950692,-3.5566745,1.9381753,-6.805698,-4.2208505,0.89456046,-4.330106,2.139402,-3.323438,0.5073578,-1.0997728,2.674262,-1.6045752,0.71246547,1.49081,0.065301515,3.5936618,-2.0341792,1.9868826,0.6738923,1.8934509,1.6820832,2.2437587,1.8733208,7
-490.18997,78.65101,-27.105991,22.846668,-8.735996,0.6976643,-5.351271,4.4865727,-9.920046,2.0953414,-3.2627165,-2.7859013,3.6438036,-6.1221604,4.564197,-6.166715,-0.9791619,-4.102421,0.29126093,-3.153044,-4.289627,1.5555001,-4.04345,-0.9125349,-1.3710448,1.034931,-3.2052705,1.3421791,-0.18641439,1.038534,3.5525386,2.8030362,4.1129317,1.1745878,4.796185,1.9802939,3.8478036,2.9932604,3.463252,3.372797,5
-590.37946,107.624664,-20.238352,34.15203,-4.336501,12.161952,-8.239764,1.4784977,-6.665001,-1.07726,0.02497676,3.1147692,-1.0802021,-5.144379,7.2317963,-5.614266,2.3861613,-3.5471497,6.6347322,-1.836427,-2.2399673,2.6728914,-4.680832,2.6090283,-5.286241,1.303926,-4.487839,0.20193249,0.8508248,-0.3335497,2.4671774,-1.6906035,1.815228,-3.0020971,2.4068203,0.7911353,2.2050426,1.5618201,-1.9108969,-1.255473,2
-594.29834,100.1517,-18.469305,33.65244,4.8541436,9.243879,-6.8554645,0.703321,-9.581297,2.1106408,0.117189765,-1.1947658,3.412157,-1.5518328,2.847131,-4.795517,3.1293914,-4.300776,3.2070496,-1.4021761,-3.5452702,0.21559711,-1.8352094,2.3893654,-2.7897286,2.883209,-0.35811967,2.495291,-0.44010088,0.3290872,1.4219866,0.17415513,2.9349556,-1.5743695,2.4197876,1.097339,2.0195255,0.46506318,0.7834012,-0.20914643,8
-514.0838,80.207375,-22.628113,26.164454,-1.7798641,1.8194278,-3.2884958,4.624466,-9.3671665,1.0683901,0.42121983,-2.300556,1.5191132,-4.3372645,5.4400897,-2.2702322,1.12916,-3.3660903,0.7053242,-1.0810771,-2.7327576,1.5333738,-2.8367426,-0.43348184,-2.1758995,0.6043102,-2.2990472,1.1671181,-0.16886552,-0.52421176,2.2261307,2.9191446,4.1531773,1.2504976,2.910132,-0.9939134,0.99592555,0.68029386,2.3415604,3.618288,5
-622.8011,106.12545,-14.795175,31.045225,-6.2810407,9.514718,-10.233009,4.8762393,-5.357268,-3.726079,1.8294964,0.53614527,-0.78604454,-3.4269133,5.443057,-4.5627694,3.204847,-3.9763596,4.708205,-0.9266654,-2.4970353,1.3237406,-6.341265,2.1487536,-4.2365127,-0.33752608,-4.181641,0.46651685,-0.1194681,-0.8417026,2.6599557,-1.9872829,2.7083697,-2.266643,0.7240856,-0.58684087,0.34551919,0.3740508,-1.9651699,-0.6152914,2
-517.0428,76.548676,-20.107565,34.25347,1.4261959,9.7102165,-2.848955,10.406992,-5.137551,7.219661,3.7678218,0.26142412,7.9875245,-1.1592878,8.392251,0.5651446,5.7228227,-1.395729,6.0492496,2.2096283,-1.8666806,5.7575655,0.3332341,2.2423422,-0.9426387,2.3246658,-1.076088,1.7353666,-0.19902854,2.0556822,4.114826,4.10992,9.80744,6.6966705,10.578726,6.8657413,4.909358,3.794508,2.9552312,2.5028188,3
-458.1173,60.75384,-31.042915,20.115486,-13.238708,1.7411487,-7.768134,2.0359457,-11.728078,-0.74607617,-4.0913324,-6.6860876,1.8306626,-8.830809,1.8380519,-6.2891164,-2.4736028,-3.673131,0.10962137,-2.472139,-4.0898714,0.5425368,-1.6879984,3.7469697,2.1721838,3.2957857,-0.7600025,2.1942499,2.2790616,5.7147465,7.265548,3.9812124,4.3338747,1.7195076,4.7235823,3.344777,3.9096482,0.82162756,0.30012372,-1.3232487,5
-565.91284,110.40493,-39.80024,27.400692,-2.3099608,5.945404,-10.589472,-2.8659508,-8.579573,2.5919583,1.1474781,-4.5304127,0.28155845,-3.8285935,8.540856,-1.5162215,-1.1354705,-2.2428017,-1.0376618,-6.020937,-0.83324194,1.6134956,-2.668256,1.5061253,-2.57985,1.6665833,-2.3722768,2.0204086,-1.1805631,0.114897564,2.412554,-1.1943265,2.3075116,-1.6954191,1.9794415,1.8364958,3.3542905,2.0102527,2.0643778,1.4418088,7
-616.32635,95.49535,-10.760272,27.574879,1.2755212,6.9685793,-2.9369314,1.8266059,-7.048473,1.0476433,-1.001348,0.3482018,2.9692752,-2.4278722,5.4612727,-2.3747902,2.737031,-2.0712337,4.4418373,-0.2738838,-2.9310236,1.8136293,-3.4921892,0.45710114,-3.3283212,1.6888419,-1.5331013,0.3655064,0.4029795,-0.06017261,1.8965796,-1.9408499,0.4918923,-2.126487,0.845587,-0.96253574,-0.16331679,0.16383675,-1.1785022,0.25008717,1
-523.05444,90.46929,-26.208858,20.87481,1.8980427,6.332295,-8.80877,-2.6903768,-6.0051613,2.317351,-1.0666324,1.4015082,4.2914796,-3.810794,7.1224604,-1.1445289,0.10648218,-2.0693614,2.5339632,-0.7816165,-2.1126292,1.8441297,-1.8817884,2.821159,-0.7134582,-0.27939793,-0.19809599,2.4951003,-0.5699303,0.8616243,1.8925183,0.22957827,3.4994438,-0.55032194,2.1738083,2.0586965,1.9483111,2.514606,2.9903135,2.4692497,7
-507.15518,77.06352,-17.128027,29.001827,0.21224837,8.267068,-5.010854,4.200206,-7.4343524,4.5588627,1.9070363,-2.1568363,4.558847,-3.2062433,5.110409,-1.428834,2.5948389,-3.5022871,2.0527115,0.72510564,-2.2726393,2.009488,-0.68339986,1.3392985,-2.1242418,2.1825836,-0.9243794,1.2768766,-0.33809534,0.92484194,2.687057,1.0311984,3.529868,0.6432167,3.9460535,2.753975,4.430169,6.070563,6.8204556,5.2972865,8
-550.8566,74.05191,-9.690809,19.926495,7.2245846,6.5905523,-2.1806939,2.6545103,-4.394271,3.3517308,0.8956204,1.3268818,3.7979875,-2.1325636,5.894316,0.0010500711,2.901433,-1.7435704,2.614645,2.8946874,-1.9377011,2.5750427,-0.6854461,1.1886274,0.3288435,0.94323874,-0.32457155,1.4647079,0.1360445,0.7176987,2.44869,0.76181483,1.9604993,-1.1078757,1.1712414,1.6952027,1.735776,0.3340774,0.15490974,0.3219286,4
-505.04376,85.01517,-28.11567,28.155851,-0.4315608,5.4283996,-8.893459,-0.42216438,-7.8316865,0.2713709,-1.356641,-1.159166,2.4166243,-2.8272119,6.948844,-4.041614,1.763451,-3.222551,-0.39541534,-1.070733,-3.3775868,-0.026228478,-2.5202503,1.1872201,-2.7632132,2.699408,0.3047771,2.2395723,2.929002,2.5505075,3.1997635,2.2180214,2.4149566,-1.5213449,2.7425268,1.1381296,4.3038774,5.034578,4.622838,4.8418975,7
-566.9367,85.34835,-19.199274,23.830524,0.6207178,5.085446,-3.2276227,0.058049873,-7.7078805,1.7954394,0.0042773196,-4.085617,-1.707185,-3.474853,4.4426823,-1.3162904,0.83000165,-5.4019217,1.8274684,-1.3362194,-3.7658334,3.2461119,0.16475132,1.9999775,0.07658951,3.5319908,0.663943,2.3705256,-0.26391956,0.109299995,2.0881352,-1.0956903,1.583839,-0.7260245,0.73908687,0.7491278,2.6403155,1.2118055,0.6397913,1.1308738,8
-479.0551,75.6147,-26.593567,30.451557,-2.9227428,8.8681965,-12.822474,5.241972,-9.560713,0.83561385,1.4011151,-0.5466668,4.891999,-4.6152086,7.0964346,-4.2242537,-1.2346166,-3.8664618,3.026349,-2.4374394,-2.9656425,-0.32946676,-4.6805906,-0.39189684,-3.732626,1.6761018,-3.4748642,-0.2092698,-2.742456,0.57398224,3.556418,2.1090593,5.4464645,2.1615138,5.3566484,2.3949447,3.8544865,2.792862,3.4171276,1.7642866,5
-502.31436,74.36528,-22.695866,32.445732,-1.3314562,9.010492,-11.024276,4.7332196,-8.497534,4.318394,-2.6080315,-2.3530743,5.73334,-3.5569925,7.408214,-3.6938164,4.5478425,-2.1120458,2.5516927,-0.8713614,-2.7840018,0.84875464,-1.3261284,2.0818112,-2.3913496,2.3413663,-1.6909544,2.34393,-2.5421622,0.2887689,3.1110673,2.3930926,5.0613804,2.4615514,6.226148,2.6190693,4.6213593,1.6509004,3.1276755,1.1655986,6
